timestamp,dx,dy,dthetaw,dthetaz,time_imu,ax,ay,az,pressure
1753447004695820202,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004689405463,-0.95,-0.01,0.33,13.930000305175781
1753447004725611794,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004690918241,-0.95,-0.01,0.33,13.930000305175781
1753447004755665601,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004715498211,-0.95,0.0,0.33,13.930000305175781
1753447004785328708,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004745603220,-0.95,0.0,0.33,13.930000305175781
1753447004815389664,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004775651410,-0.94,0.0,0.32,13.930000305175781
1753447004845816581,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004805454683,-0.96,0.0,0.32,13.930000305175781
1753447004875400155,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004835591177,-0.94,0.0,0.33,13.930000305175781
1753447004905541779,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004865968794,-0.95,0.0,0.32,13.930000305175781
1753447004935572173,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004895476919,-0.95,0.0,0.33,13.930000305175781
1753447004965614217,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004925415800,-0.95,0.0,0.32,13.930000305175781
1753447004995640637,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004955311895,-0.93,0.0,0.34,13.930000305175781
1753447005025540174,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447004985502544,-0.95,0.0,0.32,13.930000305175781
1753447005055315016,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005015710735,-0.95,0.0,0.32,13.930000305175781
1753447005085354612,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005045329550,-0.95,0.0,0.34,13.930000305175781
1753447005115396400,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005075563956,-0.94,0.0,0.33,13.930000305175781
1753447005145331529,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005105716534,-0.93,0.0,0.33,13.930000305175781
1753447005175412423,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005135398835,-0.93,0.01,0.32,13.930000305175781
1753447005205629611,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005165280025,-0.94,0.02,0.32,13.930000305175781
1753447005235573046,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005195628949,-0.96,-0.02,0.32,13.930000305175781
1753447005265503281,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005225992191,-0.96,-0.02,0.32,13.930000305175781
1753447005295482465,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005255562084,-0.95,-0.01,0.32,13.930000305175781
1753447005325565421,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005285601568,-0.95,0.0,0.33,13.930000305175781
1753447005355568993,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005315798734,-0.94,-0.01,0.32,13.930000305175781
1753447005385664841,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005345764168,-0.93,0.03,0.31,13.930000305175781
1753447005415534661,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005375662189,-0.93,0.0,0.33,13.930000305175781
1753447005445742450,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005405767624,-0.94,0.0,0.32,13.930000305175781
1753447005475661047,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005435612595,-0.94,0.0,0.33,13.930000305175781
1753447005505562244,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005465478019,-0.95,0.01,0.32,13.930000305175781
1753447005535759693,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005495458647,-0.94,0.0,0.32,13.930000305175781
1753447005565521656,0.49,0.02,0.788010753606722,-0.6156614753256582,1753447005525640557,-0.94,0.01,0.33,13.930000305175781
