timestamp,ax,ay,az,wx,wy,wz,mx,my,mz
1751361557374537300,0.04668082669377327,-0.06194281950592995,-9.820837020874023,0.0029435649048537016,-0.0041712503880262375,-0.002675578696653247,-0.3369809091091156,-0.4257572591304779,0.46586981415748596
1751361557374543486,0.04001454636454582,-0.06070119887590408,-9.815719604492188,0.0015157406451180577,-0.0034775962121784687,-0.001029237057082355,-0.3440442681312561,-0.4314495325088501,0.46542367339134216
1751361557384651699,0.036751944571733475,-0.05909331515431404,-9.799208641052246,0.0021970749367028475,-0.0028453117702156305,-0.0022387548815459013,-0.32689350843429565,-0.43953460454940796,0.4630849361419678
1751361557394624798,0.029641788452863693,-0.04719594866037369,-9.803092956542969,0.002577740466222167,-0.0027243306394666433,-0.002771074417978525,-0.33392441272735596,-0.4332315921783447,0.45579060912132263
1751361557414557081,0.03165159374475479,-0.057367414236068726,-9.810630798339844,0.0019221052061766386,-0.0032584574073553085,-0.0021926085464656353,-0.337348997592926,-0.43588387966156006,0.4589836299419403
1751361557429524642,0.022257568314671516,-0.05297171324491501,-9.814106941223145,0.0021431664936244488,-0.0037673802580684423,-0.0021871801000088453,-0.3405124843120575,-0.4286032021045685,0.46564674377441406
1751361557459606989,0.022407760843634605,-0.053418830037117004,-9.804594039916992,0.004402656573802233,-0.0032647266052663326,-0.0017629970097914338,-0.3335915207862854,-0.42035409808158875,0.45923471450805664
1751361557469577523,0.02503512240946293,-0.0452190563082695,-9.827117919921875,0.0030622263438999653,-0.0029139448888599873,-0.0021225051023066044,-0.33021828532218933,-0.4209478497505188,0.4560237228870392
1751361557494595418,0.029577132314443588,-0.04893684759736061,-9.826269149780273,0.003043372416868806,-0.0035586440935730934,-0.002118249423801899,-0.3337499499320984,-0.4237942099571228,0.4558006227016449
1751361557514607912,0.02747957967221737,-0.0528152771294117,-9.821065902709961,0.00279492256231606,-0.003864141646772623,-0.002523434814065695,-0.3232874274253845,-0.42754507064819336,0.4598872661590576
1751361557529598879,0.026954108849167824,-0.0511336624622345,-9.823370933532715,0.0020509648602455854,-0.0027595211286097765,-0.0017985544400289655,-0.32666072249412537,-0.42695093154907227,0.46309828758239746
1751361557559624062,0.02983432449400425,-0.04771553352475166,-9.81512451171875,0.0027861231938004494,-0.003738350234925747,-0.002380909863859415,-0.34398606419563293,-0.42830365896224976,0.4654270112514496
1751361557577133891,0.023521699011325836,-0.04836908355355263,-9.816387176513672,0.002264574868604541,-0.004000542219728231,-0.0015165192307904363,-0.3370712995529175,-0.4408980906009674,0.4727146625518799
1751361557594618106,0.04125862196087837,-0.06175701320171356,-9.809503555297852,0.0036344677209854126,-0.004100889433175325,-0.003138631582260132,-0.32973331212997437,-0.42547306418418884,0.4766016900539398
1751361557614591985,0.03468359261751175,-0.054109618067741394,-9.826445579528809,0.0025190270971506834,-0.003995155915617943,-0.002051073359325528,-0.3438277244567871,-0.4248639643192291,0.46886110305786133
1751361557632089734,0.023917829617857933,-0.05952594801783562,-9.819723129272461,0.0026643075980246067,-0.0027528710197657347,-0.0023487783037126064,-0.3374302089214325,-0.4449269473552704,0.4624190330505371
1751361557659608119,0.039035242050886154,-0.0528402179479599,-9.818490982055664,0.003492496209219098,-0.0014546799939125776,-0.0011214823462069035,-0.33405691385269165,-0.44552111625671387,0.45920801162719727
1751361557679610275,0.019139336422085762,-0.04706438630819321,-9.818074226379395,0.0032482005190104246,-0.004671675153076649,-0.0011701268376782537,-0.32671889662742615,-0.43009641766548157,0.4630949795246124
1751361557694624157,0.03458363935351372,-0.05649625509977341,-9.81070613861084,0.0033349995501339436,-0.003949887119233608,-0.00244429730810225,-0.33350732922554016,-0.42605680227279663,0.4660896062850952
1751361557714591998,0.031166143715381622,-0.053379081189632416,-9.811742782592773,0.0021425141021609306,-0.005170266143977642,-0.0029578267131000757,-0.33731386065483093,-0.4386354982852936,0.46242567896842957
1751361557732093678,0.02003750018775463,-0.05460772290825844,-9.818013191223145,0.0018408976029604673,-0.0030416720546782017,-0.0018739663064479828,-0.34059667587280273,-0.42290088534355164,0.4587918519973755
1751361557749603956,0.029644649475812912,-0.054263174533843994,-9.812217712402344,0.0032505178824067116,-0.004417498130351305,-0.00175417959690094,-0.33350732922554016,-0.42605680227279663,0.4660896062850952
1751361557777082968,0.03254935145378113,-0.05122514069080353,-9.817549705505371,0.0029369306284934282,-0.0033062673173844814,-0.002242345828562975,-0.3269354999065399,-0.4366832673549652,0.4596574902534485
1751361557794618930,0.028874846175312996,-0.0697789266705513,-9.81607437133789,0.0020972902420908213,-0.0027221739292144775,-0.0007496178732253611,-0.34029605984687805,-0.42201757431030273,0.469084233045578
1751361557814608644,0.029472585767507553,-0.04779074713587761,-9.822747230529785,0.0033719828352332115,-0.00362569373100996,-0.001777993398718536,-0.3303668797016144,-0.4392346441745758,0.4628652036190033
1751361557834634855,0.027692465111613274,-0.05022802576422691,-9.808743476867676,0.0015829880721867085,-0.004617707338184118,-0.001433302299119532,-0.32687729597091675,-0.43353694677352905,0.4596608877182007
1751361557859625003,0.019479062408208847,-0.058405496180057526,-9.823042869567871,0.003082109382376075,-0.003083442337810993,-0.0021869014017283916,-0.32660970091819763,-0.4237053096294403,0.46311619877815247
1751361557879632927,0.020897360518574715,-0.058143701404333115,-9.815215110778809,0.0022916989400982857,-0.0029189272318035364,-0.0014260961906984448,-0.326693058013916,-0.43894585967063904,0.4699464738368988
1751361557894603499,0.02868945524096489,-0.040415845811367035,-9.816675186157227,0.00321346428245306,-0.003381619229912758,-0.0023901720996946096,-0.33741405606269836,-0.43893009424209595,0.45899492502212524
1751361557914587925,0.026273274794220924,-0.0466902032494545,-9.816341400146484,0.004005045164376497,-0.0030540472362190485,-0.002987884683534503,-0.33415719866752625,-0.4458152949810028,0.45577722787857056
1751361557932107382,0.03112315945327282,-0.05545927956700325,-9.812485694885254,0.0021361764520406723,-0.0034023968037217855,-0.002299364423379302,-0.34088754653930664,-0.43863052129745483,0.4587751626968384
1751361557949615632,0.029561446979641914,-0.05315307900309563,-9.810935974121094,0.0030741875525563955,-0.0042963698506355286,-0.0022490806877613068,-0.32691672444343567,-0.44543135166168213,0.46652349829673767
1751361557977116960,0.02251920849084854,-0.06684490293264389,-9.812970161437988,0.0017991523491218686,-0.0027844994328916073,-0.0027449459303170443,-0.32663488388061523,-0.4357999563217163,0.469949871301651
1751361557994605494,0.021205877885222435,-0.059298135340213776,-9.8141450881958,0.0028169467113912106,-0.0031346925534307957,-0.002490324666723609,-0.34069404006004333,-0.43794167041778564,0.4656512141227722
1751361558014644718,0.020593177527189255,-0.04942869395017624,-9.812055587768555,0.003094407496973872,-0.004635525867342949,-0.0019788038916885853,-0.33015748858451843,-0.4325488805770874,0.4663171172142029
1751361558034615453,0.027752891182899475,-0.05250990390777588,-9.816481590270996,0.004541992209851742,-0.0041524190455675125,-0.0022908111568540335,-0.32663488388061523,-0.4357999563217163,0.469949871301651
1751361558049584474,0.03114095702767372,-0.05150061845779419,-9.820893287658691,0.0034442641772329807,-0.003600184340029955,-0.0025089432019740343,-0.3367874026298523,-0.42506837844848633,0.47274574637413025
1751361558079612198,0.022671258077025414,-0.05712181329727173,-9.80612564086914,0.0016105225076898932,-0.0028370418585836887,-0.0018726660637184978,-0.34059667587280273,-0.42290088534355164,0.4587918519973755
1751361558094637938,0.03411626070737839,-0.0494939424097538,-9.8118896484375,0.002001561690121889,-0.0037892383988946676,-0.002107117557898164,-0.3407360017299652,-0.43508991599082947,0.4622238576412201
1751361558114592455,0.03572521731257439,-0.051598671823740005,-9.816043853759766,0.0030884426087141037,-0.0034112371504306793,-0.0021029661875218153,-0.33366304636001587,-0.44424307346343994,0.4729454219341278
1751361558134618719,0.030568283051252365,-0.05524076521396637,-9.80876350402832,0.0032041592057794333,-0.004100876394659281,-0.0033127046190202236,-0.3266509771347046,-0.4417971968650818,0.4733739197254181
1751361558149655621,0.022167231887578964,-0.06549433618783951,-9.809213638305664,0.002473296597599983,-0.0025566406548023224,-0.0018019303679466248,-0.3332487642765045,-0.4223221242427826,0.47295451164245605
1751361558179633073,0.040009863674640656,-0.06085161119699478,-9.815508842468262,0.003299822099506855,-0.0024330851156264544,-0.00180071743670851,-0.34067097306251526,-0.4320437014102936,0.4622126519680023
1751361558197097156,0.04283422604203224,-0.04306846857070923,-9.813163757324219,0.00304416217841208,-0.003315445501357317,-0.0025780941359698772,-0.33713939785957336,-0.4291973412036896,0.4624357223510742
1751361558214617582,0.03233122453093529,-0.054433424025774,-9.81833553314209,0.0034251415636390448,-0.003455156460404396,-0.003058368107303977,-0.32697758078575134,-0.4338310956954956,0.456230103969574
1751361558234609004,0.015084736049175262,-0.04986116662621498,-9.812365531921387,0.002692826557904482,-0.0038071339949965477,-0.0018754740012809634,-0.3307676911354065,-0.44041258096694946,0.44914212822914124
1751361558254579542,0.03739796206355095,-0.05592210218310356,-9.812177658081055,0.002768361009657383,-0.0037770806811749935,-0.0022572940215468407,-0.3341829776763916,-0.4369671046733856,0.4489256739616394
1751361558279665679,0.01728571392595768,-0.04073294624686241,-9.822175979614258,0.0018643655348569155,-0.0020888138096779585,-0.000986442668363452,-0.3302505910396576,-0.4329424202442169,0.4628719091415405
1751361558297043998,0.019500596448779106,-0.05166701599955559,-9.824692726135254,0.002155888359993696,-0.003592109540477395,-0.0025337261613458395,-0.3373398184776306,-0.4297860562801361,0.4555741548538208
1751361558314625022,0.03474428132176399,-0.052183981984853745,-9.811872482299805,0.0032117068767547607,-0.003802679479122162,-0.002119855722412467,-0.34747570753097534,-0.434002161026001,0.468631386756897
1751361558334616213,0.02928757295012474,-0.04812522605061531,-9.823007583618164,0.002758283168077469,-0.002406962914392352,-0.002733874600380659,-0.32280242443084717,-0.4320698380470276,0.48046523332595825
1751361558352082205,0.026800446212291718,-0.043379880487918854,-9.81119155883789,0.0024639605544507504,-0.003960894886404276,-0.0028591558802872896,-0.32691672444343567,-0.44543135166168213,0.46652349829673767
