timestamp,lw,rw,ax,ay,az,pressure
1753447077598272263,0.0,0.0,0.01,0.98,0.34,-0.499716719126523
1753447077647694670,0.007745933384979803,0.0038729666924899016,0.04,0.99,0.34,-0.499576721368102
1753447077697597384,0.06584043377232944,0.04260263361739114,0.05,1.0,0.35,-0.499392195684841
1753447077747779665,0.15879163439208818,0.15879163439208818,0.02,0.98,0.35,-0.498529904893677
1753447077797649471,0.1549186676995994,0.33694810224662813,-0.01,1.0,0.36,-0.491652025720251
1753447077848604454,0.12006196746664319,0.3718048024773442,0.0,0.96,0.35,-0.487014433029901
1753447077898141814,0.07973754955129932,0.24300967482300848,-0.05,0.94,0.35,-0.482283334879531
1753447077948296603,0.07745933384979914,0.1471727343146185,-0.04,0.98,0.35,-0.478792456299617
1753447077998223580,0.08133230054228904,0.10457010069722956,-0.02,0.99,0.32,-0.475214637761543
1753447078049061767,0.0774593338494469,0.07358636715697572,0.01,0.99,0.42,-0.466195925866062
1753447078098960437,0.07358636715730925,0.054221533694858624,-0.01,0.98,0.34,-0.460655426311533
1753447078148924833,0.08520526723478006,0.05034856700237094,-0.0,1.03,0.26,-0.454541148501196
1753447078198039448,0.10457010069722845,0.05034856700236872,-0.0,1.02,0.28,-0.447466773095079
1753447078248489267,0.1394268009296387,0.05809450038734853,0.01,1.01,0.35,-0.440085542611266
1753447078299700254,0.21301316808598036,0.07358636715697572,-0.07,0.97,0.34,-0.432187382204785
1753447078348814096,0.336948102246627,0.13555383423714878,0.0,0.97,0.35,-0.415384562517933
1753447078399234216,0.4027885360189564,0.39891556932646655,-0.0,1.04,0.36,-0.406441324585556
1753447078449765144,0.30983733539919767,0.6467854376458246,-0.03,1.01,0.34,-0.396762268996846
1753447078498236831,0.20526723470196812,0.29047250193674706,-0.04,1.03,0.33,-0.386567665438605
1753447078551244152,0.14717273431394923,0.12780790085158777,-0.05,1.0,0.31,-0.376357754308686
1753447078598952799,0.13555383423714878,0.08133230054229015,-0.04,0.94,0.4,-0.36494145014692
1753447078648962687,0.1975213013169883,0.08133230054228793,-0.01,0.97,0.31,-0.340769100159691
1753447078699937941,0.4415182029438566,0.12006196746718917,-0.06,0.99,0.39,-0.32800113371365
1753447078751218526,0.6274206041833741,0.468628969791287,0.05,0.96,0.31,-0.31348510916018
1753447078799881601,0.33694810224509586,0.6351665375654666,-0.02,0.99,0.34,-0.298558307398966
1753447078848819603,0.205267234701967,0.22463206816441653,0.04,1.02,0.34,-0.285388146018245
1753447078898536402,0.1587916343920904,0.09682416731224976,-0.01,0.98,0.32,-0.272361750759438
1753447078948937975,0.1859024012395175,0.08133230054229015,-0.01,0.97,0.43,-0.247298428700198
1753447079000344972,0.31758326878417636,0.11618900077469928,-0.01,0.99,0.36,-0.234306519311782
1753447079052438735,0.5499612703310762,0.3563129357074551,0.02,1.02,0.25,-0.221746929184182
1753447079098922174,0.44539116963634534,0.7745933384979936,0.05,1.03,0.28,-0.208527047789701
1753447079148518174,0.2517428350118481,0.294345468629237,0.0,0.93,0.36,-0.193966535892545
1753447079199392647,0.15491866769959828,0.10457010069722956,0.06,1.02,0.35,-0.179407373516683
1753447079249397796,0.15491866769959828,0.07745933384980025,-0.01,0.98,0.41,-0.165289654098708
1753447079299385024,0.25948876839564783,0.08520526723439037,-0.09,0.97,0.41,-0.138188913279936
1753447079349039865,0.4996127033312062,0.17428350116205002,0.02,0.98,0.21,-0.126075384489345
1753447079401715425,0.5422153369485951,0.6158017041059033,-0.06,0.9,0.36,-0.112327266838534
1753447079449312358,0.3059643687067067,0.5034856700236962,-0.07,0.94,0.38,-0.09953901067439
1753447079499525719,0.18977536793200964,0.1626646010845803,-0.07,0.99,0.35,-0.085683214444928
1753447079549486896,0.17428350116125524,0.08520526723439037,0.01,0.98,0.33,-0.072582506738095
1753447079599628377,0.20139426800947932,0.07358636715730814,-0.02,1.02,0.29,-0.060365205999572
1753447079649077485,0.3059643687067067,0.08520526723478228,-0.03,0.93,0.33,-0.036705855858871
1753447079699479787,0.39116963594148674,0.14329976762212637,0.03,0.98,0.19,-0.025224975255802
1753447079749686756,0.3563129357090776,0.3446940356316101,0.0,0.97,0.33,-0.016043452557561
1753447079799807749,0.24786986831823096,0.6080557707181583,-0.02,0.98,0.36,-0.006442408103441
1753447079850215605,0.1626646010845781,0.3214562354766663,-0.01,0.89,0.24,0.002854473785621
1753447079900773781,0.11618900077469928,0.1278079008521712,-0.04,0.89,0.34,0.012245784321665
1753447079949159149,0.10457010069722734,0.07358636715730814,0.02,0.92,0.35,0.031707580397921
1753447079999270264,0.12393493415967907,0.061967467079838426,0.01,0.9,0.41,0.041485217587643
1753447080053772373,0.22075910147092495,0.0735863671569735,-0.02,0.98,0.36,0.051819009031784
1753447080100760506,0.43764523625136553,0.135553834237151,0.03,0.93,0.42,0.063065716081391
1753447080161651446,0.557707203718557,0.5731990704885144,0.05,1.0,0.29,0.075013783327674
1753447080201558407,0.3137103020916865,0.5383423702561052,0.02,1.07,0.29,0.09922057107234
1753447080251142125,0.20139426800947932,0.18590240123951973,0.04,1.03,0.31,0.112965185889154
1753447080300035961,0.1587916343913661,0.09295120061933494,0.06,0.99,0.33,0.126484267488432
1753447080349044650,0.1704105344695579,0.07745933384979803,0.07,0.98,0.37,0.139402074299065
1753447080399910050,0.21301316808694903,0.08520526723478228,0.03,0.96,0.45,0.151334805347557
1753447080449927240,0.30983733539919656,0.15491866769959606,0.03,0.96,0.39,0.162525928144935
1753447080500113664,0.4027885360189564,0.468628969791287,0.04,1.02,0.3,0.172578052528641
1753447080549814778,0.34082106893756814,0.5886909372557969,0.06,0.88,0.28,0.182461994237736
1753447080598764536,0.22075910147192662,0.24786986831935814,-0.02,0.98,0.3,0.192927952550709
1753447080651924879,0.135553834237151,0.10457010069723179,0.06,1.11,0.37,0.213138388014654
1753447080700583490,0.10844306738971725,0.06584043377232833,0.02,0.99,0.36,0.223113375189799
1753447080749385379,0.10457010069723179,0.054221533694858624,-0.05,1.04,0.38,0.233528867294981
1753447080801508613,0.12909888974914538,0.05315836636729516,-0.0,0.94,0.36,0.243759737622856
1753447080851223163,0.19752130131698942,0.05809450038735297,-0.04,1.02,0.41,0.252846633107404
1753447080901122743,0.294345468629237,0.08907823392726774,0.01,1.02,0.32,0.261827655240173
1753447080950494589,0.37955073586401483,0.21688613477943894,-0.02,0.98,0.32,0.269867270310962
1753447081001720113,0.3446940356316101,0.588690937258474,-0.07,1.06,0.28,0.278150910382554
1753447081051002239,0.2362509682408141,0.429899302864433,-0.03,0.97,0.38,0.286391711313598
1753447081100310557,0.15879163439208596,0.16266460108457587,-0.08,0.89,0.39,0.305755098692511
1753447081150217537,0.1316808675446611,0.09295120061976209,0.0,0.93,0.3,0.315529544264293
1753447081200103089,0.12780790085216676,0.06971340046481823,-0.01,0.99,0.34,0.325621107680944
1753447081250259060,0.1587916343920904,0.06971340046481823,-0.06,0.94,0.33,0.336118759308876
1753447081301354752,0.24786986831823096,0.09682416731180724,-0.05,0.95,0.41,0.346674564753216
1753447081350968978,0.3872966692489946,0.20526723470196923,-0.05,0.96,0.39,0.357632738963672
1753447081400494642,0.40278853601895864,0.5499612703335749,-0.04,0.99,0.38,0.36828604430619
1753447081450110795,0.29047250193674706,0.5112316034086759,0.02,1.04,0.34,0.378959108737838
1753447081503292808,0.1859024012395153,0.17815646785453992,0.0,1.0,0.35,0.400914852672094
1753447081550953990,0.12780790085159,0.08520526723439037,0.01,1.03,0.3,0.411292508641168
1753447081601212959,0.10457010069722734,0.06196746707984287,-0.05,0.89,0.59,0.422222113708838
1753447081650923615,0.12393493415968129,0.061967467079838426,-0.01,0.98,0.26,0.432611310615915
1753447081700179803,0.18590240123951973,0.07745933384979803,-0.04,0.96,0.51,0.442921266981222
1753447081750126520,0.3059643687067067,0.1394268009296409,-0.02,0.98,0.39,0.452537415209407
1753447081801062868,0.39116963593970566,0.36018590239992737,-0.0,0.94,0.27,0.462372554766264
1753447081852942465,0.3369481022466259,0.5693261037960244,0.0,0.99,0.28,0.471090315186934
1753447081901901704,0.24786986831935814,0.30209140201421675,-0.05,0.94,0.38,0.489150271608158
1753447081952385784,0.17815646785453992,0.1278079008521712,-0.08,0.94,0.52,0.498714344830494
1753447082002610396,0.1316808675446611,0.07745933384979803,-0.06,1.0,0.27,0.508134292723126
1753447082051591228,0.12780790085158555,0.06196746707955663,-0.06,0.94,0.45,0.51867493420613
1753447082101019648,0.14717273431462072,0.06196746707984287,-0.09,0.86,0.35,0.528812055489924
1753447082150843622,0.2091402013944547,0.07358636715730814,-0.1,0.95,0.33,0.538874564143682
1753447082215060439,0.3330751355541404,0.13168086754465666,-0.01,0.93,0.36,0.54932874903977
1753447082251709862,0.4100788262619956,0.37210856457107483,-0.12,0.95,0.42,0.559753652152299
1753447082301489651,0.32920216886165055,0.6196746707983931,-0.09,1.01,0.36,0.569892094802297
1753447082351250089,0.2130131680869446,0.3137103020916865,-0.06,0.99,0.37,0.579976464528627
1753447082401592876,0.1394268009296409,0.1161890007747015,-0.08,0.96,0.44,0.601174506025223
1753447082452099927,0.11618900077469706,0.06584043377232833,-0.08,0.96,0.39,0.611145568658862
1753447082502117090,0.11231603408170084,0.04647560030966747,-0.05,1.03,0.3,0.621433181685087
1753447082551442486,0.14717273431461628,0.04647560030987882,0.0,0.97,0.41,0.630673764453249
1753447082601121427,0.27110766847429757,0.054221533694863065,-0.05,0.97,0.4,0.639538542439558
1753447082652759333,0.4221533694814082,0.07745933384979803,-0.06,0.96,0.32,0.648582315590722
1753447082702628830,0.3872966692489946,0.15879163439208596,-0.02,0.95,0.32,0.657947258478592
1753447082752478138,0.25948876839564783,0.4415182029418499,-0.02,0.97,0.28,0.666730240152454
1753447082802424946,0.1549186676996005,0.5577072037185548,-0.01,0.95,0.3,0.683439546046334
1753447082851540496,0.10844306738971725,0.24012393493437834,0.04,1.03,0.31,0.691142250207974
1753447082901946090,0.10069713400474188,0.12006196746719139,-0.01,1.0,0.23,0.698599521133993
1753447082952449210,0.10844306738971725,0.07358636715730814,0.02,0.99,0.37,0.705946359310144
1753447083001759542,0.1239349341591177,0.05422153369461205,0.06,0.98,0.41,0.713495089466883
1753447083052424489,0.14329976762212637,0.04260263361738892,-0.08,1.02,0.46,0.729532783454359
1753447083102639233,0.18590240123951973,0.04260263361738892,-0.02,0.98,0.36,0.736909602032466
1753447083152177798,0.22463206816441875,0.046475600309883264,-0.02,1.02,0.28,0.743376338420792
1753447083202062534,0.24399690162686824,0.05809450038734853,-0.01,0.93,0.37,0.749722721516941
1753447083252207328,0.17428350116125302,0.050348567002139764,0.03,0.89,0.42,0.756141443528993
1753447083302122620,0.07745933384980247,0.030983733539919213,0.04,0.94,0.39,0.761228344496892
1753447083352516610,0.0,0.0,0.02,0.91,0.43,0.764120191795954
1753447083402764862,0.0038729666924899016,-0.0038729666924899016,0.07,0.95,0.37,0.76467895350124
1753447083451670441,0.0,0.0,0.05,0.98,0.34,0.764287129954581
1753447083501784274,0.0038729666924722894,0.0,-0.0,0.93,0.3,0.764262070034949
1753447083551579559,0.0,0.0,0.09,0.8,0.36,0.76427994913784
1753447083602475112,0.0,0.0,0.02,0.87,0.35,0.764100613314647
1753447083652498636,0.0,0.0,0.07,0.8,0.33,0.76404917929701
1753447083702685633,0.0,0.0,0.05,0.84,0.35,0.763923857811833
1753447083751762814,0.0,0.0,0.07,0.97,0.34,0.763963864976872
1753447083802483689,-0.0038729666924899016,0.0,0.06,0.99,0.34,0.764083374843539
1753447083852595608,0.0,0.0,0.01,0.98,0.36,0.763950255263913
1753447083902571237,-0.007745933384979803,0.0038729666924899016,0.04,0.97,0.34,0.763970146007752
1753447083952351993,-0.030983733539919213,0.019364833462449507,0.05,0.98,0.33,0.764023913237676
1753447084001306530,-0.030983733539782756,0.01936483346236145,0.06,0.98,0.34,0.764118999619368
1753447084054415541,0.0,0.0,0.03,0.96,0.36,0.764151494015729
1753447084102563358,-0.0038729666924899016,0.0038729666924899016,0.04,0.97,0.36,0.764083013764631
1753447084152196123,-0.007745933384979803,0.0038729666924899016,0.05,0.97,0.36,0.76415079952863
1753447084202001995,0.0,0.0,0.03,0.97,0.37,0.764025954375558
1753447084252177686,0.0,0.0,0.05,0.96,0.36,0.76400440214275
1753447084301626142,-0.007745933384979803,0.0,0.03,0.99,0.36,0.763972214207918
1753447084352288814,-0.05809450038734853,-0.007745933384979803,0.03,0.97,0.34,0.763847925478917
1753447084402114390,-0.12393493415967685,-0.02323780015493941,0.04,0.94,0.37,0.763291733788159
1753447084453646225,-0.17041053446956012,-0.030983733539919213,0.0,1.01,0.35,0.76208299300491
1753447084503586611,-0.1123160340816964,-0.034856700232250605,0.04,0.94,0.37,0.756661556548256
1753447084552847661,-0.05034856700237316,-0.04647560030987882,0.07,0.98,0.35,0.753949531837071
1753447084602141538,-0.027110766847429312,-0.030983733539919213,0.04,0.97,0.34,0.751095965130717
1753447084652261595,-0.027110766847429312,-0.015491866769959606,-0.01,0.95,0.36,0.749096085356554
1753447084702635075,-0.015491866769959606,-0.0038729666924899016,0.01,0.97,0.35,0.747445438516755
1753447084752414006,-0.007745933384944579,-0.0038729666924722894,-0.01,0.97,0.36,0.746706163454672
1753447084802844141,-0.030983733539919213,-0.015491866769959606,0.14,1.01,0.12,0.746429389282418
1753447084853003459,-0.054221533694858624,-0.015491866769964047,0.09,0.97,0.52,0.745753592489283
1753447084902714209,-0.054221533694858624,-0.015491866769959606,0.09,1.02,0.26,0.741985418415531
1753447084952008558,-0.046475600309883264,-0.011618900077469706,0.04,1.01,0.32,0.7401169792889
1753447085001757473,-0.04647560030966747,-0.011618900077416868,0.01,1.0,0.37,0.73818585799671
1753447085052524937,-0.05034856700236872,-0.015491866769959606,0.01,0.92,0.37,0.736206556759617
1753447085102646377,-0.061967467079838426,-0.015491866769959606,0.02,0.93,0.29,0.733953173868148
1753447085152625855,-0.060752418705751036,-0.018985130845547198,0.05,0.94,0.34,0.731270603163213
1753447085202608074,-0.054221533694863065,-0.027110766847429312,0.05,0.96,0.28,0.724640761953051
1753447085253248087,-0.05422153369461205,-0.023237800154833736,0.02,1.0,0.36,0.720818752895457
1753447085303099817,-0.04260263361738892,-0.030983733539919213,0.0,0.96,0.35,0.717112762690816
1753447085354019600,-0.038729666924899014,-0.030983733539919213,0.06,0.99,0.35,0.713628579299203
1753447085403492487,-0.04647560030987882,-0.03485670023240912,0.0,0.96,0.38,0.710511552694657
1753447085452575962,-0.05034856700237316,-0.030983733539923654,0.01,0.88,0.41,0.704028427096593
1753447085503243963,-0.06584043377202892,-0.0387296669247229,0.02,0.97,0.31,0.700859882743232
1753447085553326311,-0.08520526723477784,-0.054221533694858624,0.01,0.94,0.32,0.696781395350348
1753447085603384667,-0.10457010069723179,-0.08133230054228793,0.02,0.96,0.3,0.692495068815586
1753447085653273386,-0.12393493415967685,-0.12006196746719139,0.02,0.93,0.34,0.688554480734982
1753447085704226867,-0.1394268009296409,-0.16266460108457587,-0.02,0.96,0.36,0.684598240670453
1753447085753156343,-0.12780790085158555,-0.1975213013160912,0.0,0.99,0.4,0.680908956534059
1753447085803566509,-0.11231603408220715,-0.19752130131698942,-0.01,1.0,0.41,0.677499568518718
1753447085853114836,-0.09682416731225198,-0.17815646785453548,-0.0,0.99,0.33,0.67478109751357
1753447085904092721,-0.10069713400473744,-0.1316808675446611,0.0,0.96,0.37,0.672448929814075
1753447085954709849,-0.10844306738972169,-0.10457010069722734,0.02,0.97,0.41,0.667989705129014
1753447086004254319,-0.11618900077416869,-0.07358636715697794,0.0,1.0,0.32,0.665836387348169
1753447086054072119,-0.12006196746719139,-0.05809450038734853,0.03,0.96,0.37,0.663398498832987
1753447086102741690,-0.11231603408220715,-0.05034856700236872,-0.01,1.01,0.33,0.660552996223213
1753447086153619584,-0.09682416731224754,-0.04647560030987882,-0.01,0.97,0.38,0.657799271040526
1753447086203491090,-0.08907823392727218,-0.038729666924899014,-0.02,0.94,0.41,0.655156400652374
1753447086253415771,-0.0735863671569735,-0.030983733539782756,0.0,0.96,0.3,0.652034096509163
1753447086303449513,-0.05809450038734853,-0.027110766847429312,-0.02,0.97,0.36,0.6486925296916
1753447086352593352,-0.05034856700236872,-0.027110766847429312,-0.07,1.0,0.34,0.641637429494378
1753447086403845318,-0.046475600309883264,-0.019364833462449507,-0.09,1.0,0.37,0.638134168913856
1753447086453434480,-0.038729666924899014,-0.02323780015493941,-0.04,0.98,0.34,0.634257349863914
1753447086503466908,-0.042602633617195185,-0.015491866769889158,-0.04,1.01,0.32,0.630542238255199
1753447086553747090,-0.04647560030987882,-0.019364833462449507,-0.12,0.95,0.34,0.627114566808454
1753447086604452918,-0.05695539253664159,-0.018985130845547198,-0.12,0.93,0.39,0.623539080591237
1753447086654179401,-0.06584043377232833,-0.015491866769959606,-0.12,0.98,0.31,0.619729384386605
1753447086705252265,-0.09295120061933938,-0.01936483346236145,-0.13,0.99,0.34,0.615342653015993
1753447086754169769,-0.11618900077469706,-0.015491866769959606,-0.08,1.0,0.29,0.611326402497165
1753447086805055417,-0.14717273431462072,-0.019364833462449507,-0.13,0.97,0.35,0.602373421074355
1753447086855201787,-0.18590240123951973,-0.02323780015493941,-0.06,0.99,0.29,0.597785408228286
1753447086904813986,-0.23237800154939411,-0.023237800154943852,-0.16,0.97,0.37,0.593184317241225
1753447086954163863,-0.2633617350881201,-0.023237800154833736,-0.12,0.96,0.38,0.588407676573052
1753447087006314419,-0.22075910147192884,-0.030983733539919213,-0.12,0.94,0.37,0.582729752332767
1753447087055090978,-0.14717273431462072,-0.03485670023240912,-0.1,0.94,0.36,0.576908733564237
1753447087105560698,-0.09682416731224754,-0.03485670023240912,-0.11,0.98,0.37,0.571756344404741
1753447087155019798,-0.061967467079838426,-0.03485670023240912,-0.1,0.96,0.32,0.562518103823402
1753447087204557983,-0.04647560030967191,-0.027110766847306025,-0.16,0.96,0.35,0.559242299519783
1753447087257055102,-0.038729666924899014,-0.019364833462449507,-0.13,0.95,0.3,0.556500706916481
1753447087305235370,-0.027110766847429312,-0.015491866769959606,-0.12,0.96,0.37,0.553928769659552
1753447087355262311,-0.027110766847429312,-0.019364833462449507,-0.19,0.96,0.36,0.552013502619015
1753447087405151453,-0.030983733539919213,-0.015491866769964047,-0.18,0.98,0.37,0.550226336067563
1753447087454585120,-0.042602633617195185,-0.015491866769889158,-0.17,0.96,0.36,0.548569513304554
1753447087504051959,-0.04647560030987882,-0.019364833462449507,-0.15,0.93,0.31,0.543731430433708
1753447087555063776,-0.05809450038735297,-0.030983733539919213,-0.19,0.91,0.3,0.54031415075119
1753447087605154704,-0.061967467079838426,-0.04647560030987882,-0.18,0.93,0.38,0.536685507064228
1753447087654723049,-0.06584043377232833,-0.061967467079838426,-0.18,0.93,0.27,0.533248629282065
1753447087706240876,-0.09295120061933494,-0.0774593338494458,-0.22,0.91,0.34,0.529741845829798
1753447087756253668,-0.1394268009296409,-0.12006196746719139,-0.19,0.94,0.36,0.525858860689773
1753447087804996045,-0.18202943454702983,-0.15104570100710615,-0.27,0.97,0.29,0.521508647677552
1753447087854731923,-0.20139426800947488,-0.18202943454702983,-0.29,0.98,0.39,0.516640047441255
1753447087904824164,-0.09682416731225198,-0.07745933384979803,-0.28,0.98,0.39,0.507515155827387
1753447087955193849,-0.0038729666924722894,0.0038729666924722894,-0.29,0.98,0.33,0.506425692987613
1753447088006713669,0.0,0.007745933384979803,-0.25,0.97,0.37,0.506317387155907
1753447088055998178,0.011618900077469706,0.04647560030987882,-0.27,0.95,0.38,0.506388976006086
1753447088105017940,0.04647560030987882,0.20526723470196923,-0.27,0.96,0.27,0.506581038608232
1753447088154985968,0.09295120061976209,0.3369481022466259,-0.31,0.93,0.38,0.506387542867983
1753447088204609515,0.12006196746664097,0.23237800154834182,-0.28,0.93,0.35,0.509586171422541
1753447088259398281,0.10844306738972169,0.12006196746718695,-0.36,0.93,0.4,0.512272089436848
1753447088307320509,0.10457010069722734,0.06971340046481823,-0.32,0.92,0.32,0.515067587917416
1753447088354518059,0.08520526723477784,0.038729666924903455,-0.31,0.91,0.37,0.517746141034689
1753447088405432454,0.08520526723478228,0.027110766847429312,-0.21,0.86,0.38,0.520066663151583
1753447088455186719,0.06196746707955663,0.015491866769889158,-0.33,0.92,0.39,0.522347965133672
1753447088505477819,0.03485670023240912,0.015491866769959606,-0.57,0.74,0.47,0.524085623674899
1753447088555224396,0.03485670023240912,0.02323780015493941,-0.53,0.77,0.3,0.524961106325054
1753447088605324044,0.03485670023240912,0.03485670023240912,-0.5,0.84,0.24,0.526846949494341
1753447088654278353,0.030983733539919213,0.04647560030987882,-0.56,0.85,0.47,0.526845551804302
1753447088705299462,0.042602633617199626,0.058094500387084344,-0.59,0.77,0.4,0.529551281163067
1753447088755272388,0.06584043377232833,0.09295120061976209,-0.55,0.81,0.31,0.531158849081515
1753447088805513250,0.08133230054228793,0.25948876839682783,-0.61,0.81,0.44,0.533329264516587
1753447088855729923,0.08907823392726774,0.627420604183373,-0.51,0.77,0.18,0.535905883774031
1753447088906457388,0.1161890007747015,0.387296669248999,-0.48,0.76,0.05,0.538638756421747
1753447088955230940,0.17815646785372977,0.13168086754405783,-0.57,0.82,0.24,0.545595261039635
1753447089005170068,0.29047250193674706,0.08133230054228793,-0.5,0.78,0.31,0.550255872881326
1753447089055218506,0.3640588690940552,0.07745933384980247,-0.71,0.81,0.3,0.555314188502526
1753447089105183442,0.34469403563160567,0.10457010069722734,-0.57,0.81,0.37,0.560434005779898
1753447089156472123,0.23625096824188843,0.22850503485690865,-0.63,0.91,0.16,0.565689542049857
1753447089206483193,0.15491866769889603,0.6196746707955753,-0.76,0.85,0.5,0.570933886944086
1753447089255046974,0.10844306738971725,0.48024786986875667,-0.47,0.83,0.85,0.576066598786399
1753447089305117027,0.08907823392727218,0.18590240123951973,-0.74,0.7,0.54,0.581058544649323
1753447089354908642,0.12393493415967685,0.09295120061975765,-0.41,0.74,0.19,0.590025654725961
1753447089405731245,0.20139426800947932,0.061967467079838426,-0.63,0.7,0.14,0.594706902147734
1753447089455882536,0.3718048024773442,0.07358636715697794,-0.72,0.68,0.16,0.599190448593105
1753447089506092486,0.47083124496957923,0.11770781124239263,-0.62,0.71,0.41,0.604801961315868
1753447089556151943,0.333075135554136,0.40278853601895864,-0.6,0.67,0.06,0.61082684377343
1753447089606646904,0.18590240123951973,0.627420604183373,-0.66,0.68,0.31,0.617721397305241
1753447089656698211,0.1278079008521712,0.26336173508931776,-0.56,0.73,0.24,0.623437503975643
1753447089706419610,0.10069713400427953,0.10069713400427953,-0.7,0.73,0.14,0.634241242335488
1753447089756940635,0.10457010069722734,0.06584043377233277,-0.54,0.82,0.45,0.638869643063551
1753447089806077937,0.1161890007747015,0.05809450038734853,-0.73,0.69,0.38,0.643346858423397
1753447089856649125,0.14329976762212637,0.06971340046481823,-0.77,0.61,0.25,0.647704957679311
1753447089906647831,0.18202943454702983,0.09682416731225198,-0.62,0.65,0.42,0.651689146737916
1753447089956786226,0.21301316808598036,0.17815646785372533,-0.82,0.67,0.64,0.655222531368164
1753447090007019877,0.1936483346244995,0.36405886909405966,-0.66,0.69,0.35,0.660734953066399
1753447090057342431,0.11618900077469706,0.34469403563160567,-0.66,0.56,0.54,0.662862030700907
1753447090106344231,0.05809450038734853,0.15491866769959606,-0.68,0.7,0.25,0.664059566297733
1753447090156288837,0.011618900077469706,0.015491866769959606,-0.54,0.78,-0.05,0.665007317551253
1753447090206320556,0.0,0.0,-0.69,0.73,0.26,0.665016673265859
1753447090256661001,0.0,0.0,-0.76,0.65,0.32,0.665003388363648
1753447090307841242,0.0,0.0,-0.77,0.49,0.33,0.664893964010036
1753447090357443317,0.0,0.0038729666924943425,-0.78,0.59,0.33,0.66501181753044
1753447090406436539,0.007745933384979803,0.015491866769959606,-0.78,0.56,0.33,0.665059279519576
1753447090456739674,0.027110766847306025,0.06584043377202448,-0.76,0.54,0.34,0.665182282038302
1753447090506427597,0.030983733539923654,0.06971340046482712,-0.78,0.59,0.36,0.66543673962128
1753447090557042559,0.05034856700236872,0.08520526723477784,-0.78,0.56,0.34,0.665843140767184
1753447090607119766,0.054221533694858624,0.09295120061975765,-0.76,0.57,0.33,0.66667670211102
